,0,1,2,3
44,sepultura,Beneath the Remains,Mass Hypnosis (Drum Tracks),"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
45,sepultura,Arise,Arise,"Obscured by the sun
Apocalyptic clash
Cities fall in ruin
Why must we die?

Obliteration of mankind
Under a pale grey sky
We shall arise...

I did nothing, saw nothing
Terrorist confrontation
Waiting for the end
Wartime conspiracy

I see the world - old
I see the world - dead

Victims of war, seeking some salvation
Last wish, fatality
I've no land, I'm from nowhere
Ashes to ashes, dust to dust

Face the enemy
Manic thoughts
Religious intervention
Problems remain"
46,sepultura,Arise,Dead Embryonic Cells,"Land of anger
I didn't ask to be born
Sadness, sorrow
Everything so alone

Laboratory sickness
Infects humanity
No hope for cure
Die by technology

A world full of shit coming down
Tribal violence everywhere
Life in the age of terrorism
We spit in your other face

War of races
World without intelligence
A place consumed by time
End of it all

We're born
With pain
No more
We're dead
Embryonic cells

Corrosion inside - we feel
Condemned future - we see
Emptiness calls - we hear
Final premonition - the truth

Land of anger
I didn't ask to be born
Sadness, sorrow
Everything so alone

Laboratory sickness
Infects humanity
No hope for cure
Die by technology

We're born with pain
Suffer remains
We're born with pain
Suffer remains
We're dead"
47,sepultura,Arise,Desperate Cry,"Sacrifice is pleasure
When life ends in pain
Conceive the last mistake
Which belongs to all

Creation of insane rules
All we hear
Desperate cry

Death: the coldest wind
Seeps into your pores
A nation born of hate
Forgotten distant time

Creation of insane rule
All we hear
Desperate cry

Endless empty maze
Despair, distress and silence
A poison vacuum, infinity
Life, lies, deceit

Mute souls end in silence
Oceans tainted with blood
Empty promises of hope
Buried deep, infected ground

Creation of insane rule
All we hear
Desperate cry

Cry!"
48,sepultura,Arise,Murder,"Chaotic violence in my eyes
This whole world moves backwards
Peace, another sign that lies
Life today is not worth the pain

On the radio, another homicide
Inmates suffocate in jail
Severed heads of revolt
I wish I'd never been born

Same hand that builds - destroys
Same hand that relieves - betrays
Same hand that seeds - burns
Same peace that exists - here lies

I can't trust anymore
Criminals within the law
I have something to say
Where I live, don't believe in another day

Heresy and graft
Apartheid
Same religion that saves - damns you!"
49,sepultura,Arise,Subtraction,"First generation born
A plague was created
The cure is in my mind
Solitude is all I see

Powerful nations repress feeling
Buried beneath the fear
Making you a coward
Buying your safety

Grey shadows fill your head
Stealing your last breath
Scared of the future
Prophecies of chaos

Subtraction of personality
Within the human race
You'll always be

Green castles from the past
Bleeding in sands of war
No man is immortal
History is no more

Confused leaders behind our backs
Stifling our ideas
Misunderstand signs of progress
Minds of time regress

Searching for an answer
To understand myself"
50,sepultura,Arise,Altered State,"Fear in my subconscious
Terror invades my speech
Faith in my own words
No one knows the nameless

Warm winds and burning tears
Spirits outside bodies

Endless repression by majority
A master without command
Strange new dimension disturbing my brain
Censored ideas, counterfeit answers

Shining blast, no perception
Altered state, no reaction
Shining blast
Altered state

Slow talk, fast thoughts
Ancient scriptures
Controversial lines
Knowledge changes

Running in the wrong direction
Crossing with blind eyes
I'm closer to myself
Sanity can't invade"
51,sepultura,Arise,Under Siege (Regnum Irae),"The dual substance of Christ
The yearning so human
Of man to attain God
Has always been a deep
Inscrutable mystery to me
My principle anguish and source
Of all my joys and sorrows

Religion's domain is all I see
Suffocate the scum with mediocrity
Lying and changing your fate
Anno Domini ends - misery

From my youth onward
Has been the incessant
Merciless battle between
The spirit and the flesh
And my soul is the arena
Where these two armies
Have clashed and met

Holy wars unleashing bloody raids
The sacred earth without a face
Consumed by murderous sinners
Psychotic leader
Insane - insane - insane - insane!

Living in a dying age
Persecute the human race
Triumph of death in the wasteland
Blood signs your epitaph

Religion's domain is all I see
Suffocate the scum with mediocrity
Lying and changing your fate
Anno Domini ends - misery"
52,sepultura,Arise,Meaningless Movements,"Born with remorse
To a cold barren place
Battle between minds
Hungry for words of prey

Contradictory truth
Secrets in lies
Meaningless movements

Icons review their sins
Faith cheaper than thou
Doubting your ideals
Torment shreds your brain

Fearful fantasy respects the unknown
Turning your heart red
A requiem to celebrate... you

Words I cannot understand
Shrieks in my moment of pain
Impostor hides behind a mask
My words against your lies

Turn my head
To see what I know
A shadow without form
Painted on the wall

Born with remorse
To a cold barren place
Battle between minds
Hungry for words of prey

One moment's mistake
False steps in the ground
Laws made by the blind
Ruling reign of light

Contradictory truth
Secrets in lies
Meaningless movements"
53,sepultura,Arise,Infected Voice,"Fear ties you up
And you don't grow
Being wrong and lost
No one admits the defeat

Conscience is fair
Unfaithful words
Betrayal and greed
Past thoughts to win alone

Envy - still strong
Hatred - still alive

From beyond - an empty world
Infected voice - a scream alone

Infected voice!

My throat is dry
A last cry tries to escape
Guilt and frustration
No time to turn around

Looking behind, I'm not alone
Are they friends or enemies?
Going insane without a cure
Scarring my eyes, vision's lost

Remorse for the human race
Fear of becoming them
Envy: the strongest feeling
Hatred: still in their heart

Envy - still strong
Hatred - still alive

From beyond - an empty world
Infected voice - a scream alone

Infected voice!"
54,sepultura,Arise,Orgasmatron,"I am the one, Orgasmatron, the outstretched grasping hand
My image is of agony, my servants rape the land
Obsequious and arrogant, clandestine and vain
Two thousand years of misery, of torture in my name
Hypocrisy made paramount, paranoia the law
My name is called religion - sadistic, sacred whore

I twist the truth, I rule the world, my crown is called deceit
I am the emperor of lies, you grovel at my feet
I rob you and slaughter you, your downfall is my gain
And still you play the sycophant and revel in my pain
And all my promises are lies, all my love is hate
I am the politician and I decide your fate

I march before a martyred world, an army for the fight
I speak of great heroic days, of victory and might
I hold a banner drenched in blood, I urge you to be brave
I lead you to your destiny, I lead you to your grave
Your bones will build my palace, your eyes will stud my crown
For I am Mars, the god of war, and I'll cut you down"
55,sepultura,Arise,Intro,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
56,sepultura,Arise,C.I.U. (Criminals In Uniform),"Hate - a feeling we can see
Create fictitious enemy
Outlaw of expression
Forget past wars we have fought

Watchers of morality
Told by the hierarchy
Machine to society
Falling to conformity
Terrified to speak your mind
Multi-(??) government
Doesn't matter who you are
For our own good

Built upon nation's security
Police state, brutality
Final infliction, manifestation
The doctrine is two great wars

Terror is control
The keys, this (?)
Annihilate free thought
Despise the unknown

Watchers of morality
Told by the hierarchy
Machine to society
Falling to conformity
Terrified to speak your mind
Multi-(??) government
Doesn't matter who you are
For our own good

Built upon nation's security
Police state, brutality
Final infliction, manifestation
The doctrine is two great wars"
57,sepultura,Arise,Desperate Cry,"Sacrifice is pleasure
When life ends in pain
Conceive the last mistake
Which belongs to all

Creation of insane rules
All we hear
Desperate cry

Death: the coldest wind
Seeps into your pores
A nation born of hate
Forgotten distant time

Creation of insane rule
All we hear
Desperate cry

Endless empty maze
Despair, distress and silence
A poison vacuum, infinity
Life, lies, deceit

Mute souls end in silence
Oceans tainted with blood
Empty promises of hope
Buried deep, infected ground

Creation of insane rule
All we hear
Desperate cry

Cry!"
